card_id,set_id,market_price_usd
sv4-259,sv4,43.77
sv4-260,sv4,110.78
sv4-261,sv4,120.9
sv4-262,sv4,87.47
sv4-263,sv4,10.21
sv4-264,sv4,4.3
sv4-265,sv4,45.04
sv4-266,sv4,32.32
sm7-15,sm7,36.95
sm7-16,sm7,37.53
sm7-17,sm7,18.88
sm7-18,sm7,92.24
sm7-19,sm7,139.69
sm7-20,sm7,50.27
sm7-21,sm7,99.6
sm7-22,sm7,139.31
sm7-23,sm7,88.78
sm7-24,sm7,16.57
sm7-25,sm7,68.48
sm7-26,sm7,95.2
sm7-27,sm7,14.34
sm7-28,sm7,22.9
sm7-29,sm7,60.01
sm7-30,sm7,109.57
sm7-31,sm7,1.34
sm7-32,sm7,143.96
sm7-33,sm7,60.3
sm7-34,sm7,11.99
sm7-35,sm7,144.51
sm7-36,sm7,37.05
sm7-37,sm7,135.92
sm7-38,sm7,112.49
sm7-39,sm7,12.0
sm7-40,sm7,89.74
sm7-41,sm7,52.67
sm7-42,sm7,134.94
sm7-43,sm7,48.21
sm7-44,sm7,30.26
sm7-45,sm7,123.12
sm7-46,sm7,91.22
sm7-47,sm7,74.39
sm7-48,sm7,139.78
sm7-49,sm7,65.78
sm7-50,sm7,125.4
sm7-51,sm7,7.35
sm7-52,sm7,66.77
sm7-53,sm7,108.04
sm7-54,sm7,22.28
sm7-55,sm7,132.41
sm7-56,sm7,148.76
sm7-57,sm7,145.49
sm7-58,sm7,97.93
sm7-59,sm7,18.28
sm7-60,sm7,117.54
sm7-61,sm7,61.45
sm7-62,sm7,29.78
sm7-63,sm7,28.21
sm7-64,sm7,85.2
sm7-65,sm7,39.09
sm7-66,sm7,46.1
sm7-67,sm7,81.4
sm7-68,sm7,10.03
sm7-69,sm7,11.63
sm7-70,sm7,144.45
sm7-71,sm7,77.36
sm7-72,sm7,85.5
sm7-73,sm7,84.07
sm7-74,sm7,102.5
sm8-17,sm8,94.3
sm7-75,sm7,56.04
sm7-76,sm7,109.47
sm7-77,sm7,137.44
sm7-78,sm7,62.04
sm7-79,sm7,127.84
sm7-80,sm7,108.97
sm7-81,sm7,68.72
sm7-82,sm7,69.27
sm7-83,sm7,32.01
sm7-84,sm7,25.94
sm7-85,sm7,54.84
sm7-86,sm7,99.13
sm7-87,sm7,26.53
sm7-88,sm7,69.9
sm7-89,sm7,76.58
sm7-90,sm7,132.67
sm7-91,sm7,134.21
sm7-92,sm7,128.35
sm7-93,sm7,100.69
sm7-94,sm7,147.57
sm7-95,sm7,45.95
sm7-96,sm7,24.02
sm7-97,sm7,144.52
sm7-98,sm7,89.2
sm7-99,sm7,108.16
sm7-100,sm7,75.36
sm7-101,sm7,107.12
sm7-102,sm7,139.02
sm7-103,sm7,5.14
sm7-104,sm7,15.13
sm7-105,sm7,139.55
sm7-106,sm7,139.52
sm7-107,sm7,28.92
sm7-108,sm7,71.75
sm7-109,sm7,117.47
sm7-110,sm7,79.7
sm7-111,sm7,73.59
sm7-112,sm7,128.75
sm7-113,sm7,86.58
sm7-114,sm7,24.07
sm7-115,sm7,67.74
sm7-116,sm7,5.5
sm7-117,sm7,28.74
sm7-118,sm7,112.43
sm7-119,sm7,148.51
sm7-120,sm7,115.8
sm7-121,sm7,147.72
sm7-122,sm7,98.95
sm7-123,sm7,142.76
sm7-123a,sm7,62.69
sm7-124,sm7,57.7
sm7-125,sm7,115.18
sm7-126,sm7,60.24
sm7-127,sm7,116.64
sm7-128,sm7,140.37
sm7-129,sm7,85.6
sm7-130,sm7,58.78
sm7-131,sm7,139.36
sm7-132,sm7,47.51
sm7-133,sm7,122.72
sm7-134,sm7,43.66
sm7-135,sm7,143.61
sm7-136,sm7,80.62
sm7-137,sm7,62.91
sm7-138,sm7,77.04
sm7-139,sm7,13.79
sm7-140,sm7,28.11
sm7-141,sm7,35.35
sm7-142,sm7,110.94
sm7-143,sm7,112.16
sm7-144,sm7,61.7
sm7-145,sm7,144.4
sm7-146,sm7,76.11
sm7-147,sm7,52.28
sm7-148,sm7,148.56
sm7-148a,sm7,50.0
sm7-149,sm7,43.62
sm7-150,sm7,99.05
sm7-151,sm7,81.39
sm7-152,sm7,106.95
sm7-153,sm7,85.83
sm7-154,sm7,124.3
sm7-155,sm7,14.31
sm7-156,sm7,56.05
sm7-157,sm7,21.97
sm7-158,sm7,145.61
sm7-159,sm7,80.41
sm7-160,sm7,97.13
sm7-161,sm7,96.74
sm7-162,sm7,140.9
sm7-163,sm7,30.45
sm7-164,sm7,137.92
sm7-165,sm7,127.71
sm7-166,sm7,114.89
sm7-167,sm7,41.06
sm7-168,sm7,97.98
sm7-169,sm7,115.74
sm7-170,sm7,76.18
sm7-171,sm7,132.42
sm7-172,sm7,43.98
sm7-173,sm7,63.28
sm7-174,sm7,109.32
sm7-175,sm7,136.75
sm7-176,sm7,20.85
sm7-177,sm7,51.42
sm7-177a,sm7,123.77
sm7-178,sm7,58.88
sm7-179,sm7,16.17
sm7-180,sm7,26.43
sm7-181,sm7,28.51
sm7-183,sm7,118.59
mcd17-1,mcd17,73.96
mcd17-2,mcd17,142.96
mcd17-3,mcd17,126.94
mcd17-4,mcd17,68.24
sm8-200,sm8,31.01
mcd17-5,mcd17,36.77
mcd17-6,mcd17,82.9
mcd17-7,mcd17,125.34
mcd17-8,mcd17,99.19
mcd17-9,mcd17,82.05
mcd17-10,mcd17,140.19
mcd17-11,mcd17,76.2
mcd17-12,mcd17,50.52
sm4-14,sm4,46.61
sm4-15,sm4,8.8
sm4-16,sm4,85.68
sm4-17,sm4,148.39
sm4-18,sm4,130.84
sm4-19,sm4,44.76
sm4-20,sm4,8.08
sm4-21,sm4,12.84
sm4-22,sm4,102.7
sm4-23,sm4,16.98
sm4-24,sm4,19.7
sm4-25,sm4,79.84
sm4-26,sm4,59.05
sm4-27,sm4,137.76
sm4-28,sm4,134.18
sm4-29,sm4,109.39
sm4-30,sm4,7.09
sm4-31,sm4,138.73
sm4-32,sm4,141.99
sm4-33,sm4,38.79
sm4-34,sm4,17.97
sm4-35,sm4,63.53
sm4-36,sm4,123.14
sm4-37,sm4,143.22
sm4-38,sm4,142.97
sm4-39,sm4,19.9
sm4-40,sm4,127.54
sm4-41,sm4,95.56
sm4-42,sm4,111.63
sm4-43,sm4,110.46
sm4-44,sm4,124.68
sm8-201,sm8,149.15
sm4-45,sm4,65.39
sm4-46,sm4,97.46
sm4-47,sm4,39.57
sm4-48,sm4,75.95
sm4-49,sm4,137.41
sm4-50,sm4,144.72
sm4-51,sm4,1.81
sm4-52,sm4,118.22
sm4-53,sm4,61.25
sm4-54,sm4,84.66
sm4-55,sm4,45.43
sm4-56,sm4,60.4
sm4-57,sm4,6.8
sm4-58,sm4,102.06
sm4-59,sm4,71.51
sm4-60,sm4,143.28
sm4-61,sm4,45.58
sm4-62,sm4,41.29
sm4-63,sm4,147.23
sm4-63a,sm4,86.16
sm4-64,sm4,105.82
sm4-65,sm4,120.67
sm4-66,sm4,68.41
sm4-67,sm4,73.79
sm4-68,sm4,3.48
sm4-69,sm4,100.54
sm4-70,sm4,68.15
sm4-71,sm4,37.84
sm4-72,sm4,9.91
sm4-73,sm4,141.98
sm4-74,sm4,60.08
sm4-75,sm4,28.89
sm4-76,sm4,130.38
sm4-77,sm4,33.99
sm4-78,sm4,1.71
sm4-79,sm4,26.26
sm4-80,sm4,55.3
sm4-81,sm4,25.59
sm4-82,sm4,68.38
sm4-83,sm4,107.21
sm4-84,sm4,100.37
sm4-84a,sm4,114.41
sm4-85,sm4,130.2
sm8-202,sm8,43.27
sm4-86,sm4,110.6
sm4-87,sm4,33.4
sm4-88,sm4,59.92
sm4-89,sm4,137.7
sm4-90,sm4,22.64
sm4-91,sm4,49.42
sm4-92,sm4,71.12
sm4-93,sm4,112.72
sm4-94,sm4,144.97
sm4-95,sm4,75.88
sm4-96,sm4,4.39
sm4-97,sm4,95.0
sm4-98,sm4,143.6
sm4-99,sm4,108.92
sm4-100,sm4,53.53
sm4-101,sm4,26.06
sm4-102,sm4,5.62
sm4-103,sm4,54.32
sm4-104,sm4,69.3
sm4-105,sm4,31.42
sm4-106,sm4,101.86
sm4-107,sm4,36.98
sm4-108,sm4,53.79
sm4-109,sm4,80.9
sm4-110,sm4,100.41
sm4-111,sm4,28.24
sm4-112,sm4,13.61
sm4-113,sm4,16.42
sm4-114,sm4,128.98
sm4-115,sm4,39.75
sm4-116,sm4,22.76
sm4-117,sm4,13.85
sm4-118,sm4,61.73
sm4-119,sm4,133.08
sm4-120,sm4,147.29
sm4-121,sm4,24.56
sm4-122,sm4,82.82
sm4-123,sm4,144.15
sm4-124,sm4,26.19
neo1-3,neo1,14.96
neo1-4,neo1,73.25
neo1-5,neo1,92.59
neo1-6,neo1,40.97
neo1-7,neo1,34.4
neo1-8,neo1,45.31
neo1-9,neo1,9.43
neo1-10,neo1,1.38
neo1-11,neo1,119.7
neo1-12,neo1,57.12
neo1-13,neo1,136.1
neo1-14,neo1,137.18
neo1-15,neo1,149.87
neo1-16,neo1,95.84
neo1-17,neo1,85.76
neo1-18,neo1,76.15
neo1-19,neo1,37.29
neo1-20,neo1,91.3
neo1-21,neo1,121.53
sm8-203,sm8,104.71
neo1-22,neo1,88.81
neo1-23,neo1,138.96
neo1-24,neo1,53.05
neo1-25,neo1,80.13
neo1-26,neo1,36.16
neo1-27,neo1,61.86
neo1-28,neo1,35.78
neo1-29,neo1,9.78
neo1-30,neo1,143.22
neo1-31,neo1,37.31
neo1-32,neo1,116.31
neo1-33,neo1,130.61
neo1-34,neo1,100.17
neo1-35,neo1,77.75
neo1-36,neo1,135.01
neo1-37,neo1,64.06
neo1-38,neo1,11.25
neo1-39,neo1,95.28
neo1-40,neo1,123.72
neo1-41,neo1,51.96
neo1-42,neo1,92.55
neo1-43,neo1,33.44
neo1-44,neo1,32.85
neo1-45,neo1,97.38
neo1-46,neo1,19.42
neo1-47,neo1,8.64
neo1-48,neo1,115.82
neo1-49,neo1,105.75
neo1-50,neo1,62.27
neo1-51,neo1,24.85
neo1-52,neo1,93.58
neo1-53,neo1,130.76
neo1-54,neo1,7.13
neo1-55,neo1,56.33
neo1-56,neo1,28.13
neo1-57,neo1,9.91
neo1-58,neo1,12.76
neo1-59,neo1,59.66
neo1-60,neo1,94.31
neo1-61,neo1,12.06
neo1-62,neo1,136.1
neo1-63,neo1,149.07
neo1-64,neo1,130.01
neo1-65,neo1,80.57
neo1-66,neo1,40.32
neo1-67,neo1,63.34
neo1-68,neo1,43.91
neo1-69,neo1,103.25
neo1-70,neo1,136.64
neo1-71,neo1,9.56
neo1-72,neo1,127.7
neo1-73,neo1,33.1
neo1-74,neo1,85.28
neo1-75,neo1,14.33
neo1-76,neo1,55.73
neo1-77,neo1,100.36
neo1-78,neo1,63.33
neo1-79,neo1,123.65
neo1-80,neo1,18.93
neo1-81,neo1,66.57
neo1-82,neo1,19.46
neo1-83,neo1,44.21
neo1-84,neo1,141.57
neo1-85,neo1,140.42
neo1-86,neo1,91.85
neo1-87,neo1,14.1
neo1-90,neo1,48.99
neo1-92,neo1,17.17
neo1-93,neo1,146.57
neo1-94,neo1,71.89
neo1-95,neo1,116.53
neo1-96,neo1,99.13
neo1-97,neo1,80.71
neo1-98,neo1,30.12
neo1-99,neo1,97.22
neo1-100,neo1,107.94
neo1-101,neo1,23.42
neo1-102,neo1,123.34
neo1-103,neo1,86.2
neo1-104,neo1,145.56
neo1-105,neo1,57.28
neo1-106,neo1,115.75
neo1-107,neo1,17.71
neo1-108,neo1,46.75
neo1-109,neo1,42.07
neo1-110,neo1,35.42
neo1-111,neo1,88.75
xy0-10,xy0,3.72
xy0-11,xy0,122.83
xy0-12,xy0,126.98
xy0-13,xy0,65.85
xy0-14,xy0,124.8
xy0-15,xy0,47.26
xy0-16,xy0,71.96
xy0-17,xy0,15.41
sm8-204,sm8,36.1
xy0-18,xy0,83.05
xy0-19,xy0,111.26
xy0-20,xy0,118.68
xy0-21,xy0,22.93
xy0-22,xy0,31.24
xy0-23,xy0,105.31
xy0-24,xy0,140.71
xy0-25,xy0,82.62
xy0-26,xy0,58.39
xy0-27,xy0,136.23
xy0-28,xy0,50.03
xy0-29,xy0,42.99
xy0-30,xy0,46.38
xy0-31,xy0,79.58
xy0-32,xy0,32.57
xy0-33,xy0,2.19
xy0-34,xy0,89.74
xy0-35,xy0,13.44
xy0-36,xy0,30.42
xy0-37,xy0,71.55
xy0-38,xy0,122.04
xy0-39,xy0,142.1
pop9-5,pop9,147.22
pop9-6,pop9,107.83
pop9-7,pop9,52.89
pop9-8,pop9,18.9
pop9-9,pop9,121.61
pop9-10,pop9,58.54
pop9-11,pop9,96.46
pop9-12,pop9,148.13
pop9-13,pop9,78.93
pop9-14,pop9,73.42
pop9-15,pop9,59.18
pop9-16,pop9,13.49
pop9-17,pop9,107.92
zsv10pt5-16,zsv10pt5,97.46
zsv10pt5-17,zsv10pt5,42.88
zsv10pt5-18,zsv10pt5,78.0
zsv10pt5-20,zsv10pt5,1.89
zsv10pt5-21,zsv10pt5,101.47
zsv10pt5-22,zsv10pt5,24.94
zsv10pt5-23,zsv10pt5,13.6
zsv10pt5-24,zsv10pt5,136.17
zsv10pt5-25,zsv10pt5,27.1
zsv10pt5-26,zsv10pt5,24.27
zsv10pt5-27,zsv10pt5,102.77
zsv10pt5-28,zsv10pt5,18.16
zsv10pt5-29,zsv10pt5,89.42
zsv10pt5-30,zsv10pt5,25.83
zsv10pt5-31,zsv10pt5,134.79
zsv10pt5-32,zsv10pt5,36.59
zsv10pt5-33,zsv10pt5,17.31
zsv10pt5-34,zsv10pt5,73.46
zsv10pt5-35,zsv10pt5,98.99
zsv10pt5-36,zsv10pt5,71.89
zsv10pt5-37,zsv10pt5,142.2
zsv10pt5-38,zsv10pt5,108.29
zsv10pt5-39,zsv10pt5,93.38
zsv10pt5-40,zsv10pt5,63.37
zsv10pt5-41,zsv10pt5,93.93
zsv10pt5-42,zsv10pt5,112.38
zsv10pt5-43,zsv10pt5,77.29
zsv10pt5-44,zsv10pt5,20.47
zsv10pt5-45,zsv10pt5,86.14
zsv10pt5-46,zsv10pt5,49.87
zsv10pt5-47,zsv10pt5,20.3
zsv10pt5-48,zsv10pt5,101.01
zsv10pt5-49,zsv10pt5,55.97
zsv10pt5-50,zsv10pt5,56.78
zsv10pt5-51,zsv10pt5,14.95
zsv10pt5-52,zsv10pt5,5.85
zsv10pt5-53,zsv10pt5,131.29
zsv10pt5-54,zsv10pt5,132.55
zsv10pt5-55,zsv10pt5,149.81
zsv10pt5-56,zsv10pt5,66.75
zsv10pt5-57,zsv10pt5,92.89
zsv10pt5-58,zsv10pt5,135.09
zsv10pt5-59,zsv10pt5,1.35
zsv10pt5-60,zsv10pt5,120.76
zsv10pt5-61,zsv10pt5,70.87
zsv10pt5-62,zsv10pt5,26.87
zsv10pt5-63,zsv10pt5,78.08
zsv10pt5-64,zsv10pt5,103.88
zsv10pt5-65,zsv10pt5,84.76
zsv10pt5-66,zsv10pt5,120.94
zsv10pt5-67,zsv10pt5,130.71
zsv10pt5-68,zsv10pt5,4.65
zsv10pt5-69,zsv10pt5,27.29
zsv10pt5-70,zsv10pt5,130.39
zsv10pt5-71,zsv10pt5,73.55
zsv10pt5-72,zsv10pt5,111.77
zsv10pt5-73,zsv10pt5,62.57
zsv10pt5-74,zsv10pt5,110.43
zsv10pt5-75,zsv10pt5,89.31
zsv10pt5-76,zsv10pt5,29.37
zsv10pt5-77,zsv10pt5,106.31
zsv10pt5-78,zsv10pt5,120.84
zsv10pt5-79,zsv10pt5,111.48
zsv10pt5-80,zsv10pt5,109.52
zsv10pt5-81,zsv10pt5,55.32
zsv10pt5-82,zsv10pt5,103.26
zsv10pt5-83,zsv10pt5,51.77
zsv10pt5-84,zsv10pt5,50.84
zsv10pt5-85,zsv10pt5,19.86
zsv10pt5-86,zsv10pt5,26.83
zsv10pt5-87,zsv10pt5,120.69
zsv10pt5-88,zsv10pt5,73.26
zsv10pt5-89,zsv10pt5,9.59
zsv10pt5-90,zsv10pt5,122.13
zsv10pt5-91,zsv10pt5,108.4
zsv10pt5-92,zsv10pt5,42.53
zsv10pt5-93,zsv10pt5,27.42
zsv10pt5-94,zsv10pt5,39.62
zsv10pt5-95,zsv10pt5,101.32
zsv10pt5-96,zsv10pt5,54.15
zsv10pt5-97,zsv10pt5,117.44
zsv10pt5-98,zsv10pt5,34.62
zsv10pt5-99,zsv10pt5,130.74
zsv10pt5-100,zsv10pt5,119.07
zsv10pt5-101,zsv10pt5,77.82
zsv10pt5-102,zsv10pt5,107.52
zsv10pt5-103,zsv10pt5,137.59
zsv10pt5-104,zsv10pt5,3.44
zsv10pt5-105,zsv10pt5,23.79
zsv10pt5-106,zsv10pt5,141.41
zsv10pt5-107,zsv10pt5,113.56
zsv10pt5-108,zsv10pt5,113.51
zsv10pt5-109,zsv10pt5,81.95
zsv10pt5-110,zsv10pt5,107.34
zsv10pt5-111,zsv10pt5,59.89
zsv10pt5-112,zsv10pt5,147.02
zsv10pt5-113,zsv10pt5,131.06
zsv10pt5-114,zsv10pt5,135.05
zsv10pt5-115,zsv10pt5,49.08
zsv10pt5-116,zsv10pt5,17.66
zsv10pt5-117,zsv10pt5,98.14
zsv10pt5-118,zsv10pt5,118.23
zsv10pt5-119,zsv10pt5,81.63
zsv10pt5-120,zsv10pt5,63.14
zsv10pt5-121,zsv10pt5,136.17
zsv10pt5-122,zsv10pt5,8.42
zsv10pt5-123,zsv10pt5,48.85
zsv10pt5-124,zsv10pt5,127.0
zsv10pt5-125,zsv10pt5,135.89
zsv10pt5-126,zsv10pt5,70.04
zsv10pt5-127,zsv10pt5,44.76
zsv10pt5-128,zsv10pt5,18.62
zsv10pt5-129,zsv10pt5,149.21
zsv10pt5-130,zsv10pt5,10.63
zsv10pt5-131,zsv10pt5,93.51
zsv10pt5-132,zsv10pt5,134.31
zsv10pt5-133,zsv10pt5,106.35
zsv10pt5-134,zsv10pt5,21.52
zsv10pt5-135,zsv10pt5,134.79
zsv10pt5-136,zsv10pt5,7.1
zsv10pt5-137,zsv10pt5,144.01
zsv10pt5-138,zsv10pt5,111.15
zsv10pt5-139,zsv10pt5,17.67
zsv10pt5-140,zsv10pt5,23.69
zsv10pt5-141,zsv10pt5,145.46
zsv10pt5-142,zsv10pt5,69.43
sm8-205,sm8,64.17
zsv10pt5-143,zsv10pt5,45.92
zsv10pt5-144,zsv10pt5,133.5
zsv10pt5-145,zsv10pt5,50.02
zsv10pt5-146,zsv10pt5,76.55
zsv10pt5-147,zsv10pt5,2.84
zsv10pt5-148,zsv10pt5,67.87
zsv10pt5-149,zsv10pt5,107.55
zsv10pt5-150,zsv10pt5,72.42
zsv10pt5-151,zsv10pt5,6.28
zsv10pt5-152,zsv10pt5,143.71
zsv10pt5-153,zsv10pt5,10.83
zsv10pt5-154,zsv10pt5,146.93
zsv10pt5-155,zsv10pt5,60.79
zsv10pt5-156,zsv10pt5,10.3
zsv10pt5-157,zsv10pt5,79.93
zsv10pt5-158,zsv10pt5,120.79
zsv10pt5-159,zsv10pt5,117.14
zsv10pt5-160,zsv10pt5,59.53
zsv10pt5-161,zsv10pt5,117.36
zsv10pt5-162,zsv10pt5,135.53
zsv10pt5-163,zsv10pt5,60.12
zsv10pt5-164,zsv10pt5,108.14
zsv10pt5-165,zsv10pt5,112.62
zsv10pt5-166,zsv10pt5,37.65
zsv10pt5-167,zsv10pt5,36.01
zsv10pt5-168,zsv10pt5,17.97
zsv10pt5-169,zsv10pt5,66.45
zsv10pt5-170,zsv10pt5,104.08
zsv10pt5-171,zsv10pt5,122.4
zsv10pt5-172,zsv10pt5,125.18
swsh12pt5-9,swsh12pt5,13.95
swsh12pt5-10,swsh12pt5,43.93
swsh12pt5-11,swsh12pt5,99.78
swsh12pt5-12,swsh12pt5,6.16
swsh12pt5-13,swsh12pt5,92.82
swsh12pt5-14,swsh12pt5,1.07
swsh12pt5-15,swsh12pt5,14.76
swsh12pt5-16,swsh12pt5,91.87
swsh12pt5-17,swsh12pt5,122.47
swsh12pt5-18,swsh12pt5,116.54
swsh12pt5-19,swsh12pt5,23.76
swsh12pt5-20,swsh12pt5,144.85
swsh12pt5-21,swsh12pt5,84.24
swsh12pt5-22,swsh12pt5,115.03
swsh12pt5-23,swsh12pt5,96.79
swsh12pt5-24,swsh12pt5,34.35
swsh12pt5-25,swsh12pt5,119.45
swsh12pt5-26,swsh12pt5,139.46
swsh12pt5-27,swsh12pt5,116.12
swsh12pt5-28,swsh12pt5,95.79
swsh12pt5-29,swsh12pt5,145.99
swsh12pt5-30,swsh12pt5,46.79
swsh12pt5-31,swsh12pt5,137.02
swsh12pt5-32,swsh12pt5,48.37
swsh12pt5-33,swsh12pt5,148.99
swsh12pt5-34,swsh12pt5,34.94
swsh12pt5-35,swsh12pt5,143.79
swsh12pt5-36,swsh12pt5,143.76
swsh12pt5-37,swsh12pt5,95.54
swsh12pt5-38,swsh12pt5,128.08
swsh12pt5-39,swsh12pt5,41.03
swsh12pt5-40,swsh12pt5,102.58
swsh12pt5-41,swsh12pt5,137.41
swsh12pt5-42,swsh12pt5,79.36
swsh12pt5-43,swsh12pt5,82.76
swsh12pt5-44,swsh12pt5,128.78
swsh12pt5-45,swsh12pt5,87.09
swsh12pt5-46,swsh12pt5,82.63
swsh12pt5-47,swsh12pt5,131.36
swsh12pt5-48,swsh12pt5,67.29
swsh12pt5-49,swsh12pt5,128.76
swsh12pt5-50,swsh12pt5,141.72
swsh12pt5-51,swsh12pt5,10.03
swsh12pt5-52,swsh12pt5,7.07
swsh12pt5-53,swsh12pt5,66.87
swsh12pt5-54,swsh12pt5,116.6
swsh12pt5-55,swsh12pt5,87.06
swsh12pt5-56,swsh12pt5,30.68
swsh12pt5-57,swsh12pt5,5.34
swsh12pt5-58,swsh12pt5,106.69
swsh12pt5-59,swsh12pt5,83.78
swsh12pt5-60,swsh12pt5,3.28
swsh12pt5-61,swsh12pt5,58.3
swsh12pt5-62,swsh12pt5,111.29
swsh12pt5-63,swsh12pt5,55.1
swsh12pt5-64,swsh12pt5,109.47
swsh12pt5-65,swsh12pt5,25.95
swsh12pt5-66,swsh12pt5,86.9
swsh12pt5-67,swsh12pt5,71.27
swsh12pt5-68,swsh12pt5,114.62
swsh12pt5-69,swsh12pt5,28.42
swsh12pt5-70,swsh12pt5,106.79
swsh12pt5-71,swsh12pt5,3.84
swsh12pt5-72,swsh12pt5,126.77
swsh12pt5-73,swsh12pt5,2.81
swsh12pt5-74,swsh12pt5,109.6
swsh12pt5-75,swsh12pt5,41.48
swsh12pt5-76,swsh12pt5,37.16
swsh12pt5-77,swsh12pt5,43.87
swsh12pt5-78,swsh12pt5,60.78
swsh12pt5-79,swsh12pt5,139.07
swsh12pt5-80,swsh12pt5,90.12
swsh12pt5-81,swsh12pt5,129.64
swsh12pt5-82,swsh12pt5,138.29
swsh12pt5-83,swsh12pt5,124.04
swsh12pt5-84,swsh12pt5,71.7
swsh12pt5-85,swsh12pt5,31.11
swsh12pt5-86,swsh12pt5,85.59
swsh12pt5-87,swsh12pt5,46.03
swsh12pt5-88,swsh12pt5,146.52
swsh12pt5-89,swsh12pt5,29.63
swsh12pt5-90,swsh12pt5,112.43
swsh12pt5-91,swsh12pt5,128.8
swsh12pt5-92,swsh12pt5,58.91
swsh12pt5-93,swsh12pt5,44.06
swsh12pt5-94,swsh12pt5,124.75
swsh12pt5-95,swsh12pt5,91.41
swsh12pt5-96,swsh12pt5,2.63
swsh12pt5-97,swsh12pt5,34.86
swsh12pt5-98,swsh12pt5,85.17
swsh12pt5-99,swsh12pt5,76.08
swsh12pt5-100,swsh12pt5,58.16
swsh12pt5-101,swsh12pt5,141.83
swsh12pt5-102,swsh12pt5,96.24
swsh12pt5-103,swsh12pt5,94.88
swsh12pt5-104,swsh12pt5,76.25
swsh12pt5-105,swsh12pt5,2.1
swsh12pt5-106,swsh12pt5,110.62
swsh12pt5-107,swsh12pt5,21.08
swsh12pt5-108,swsh12pt5,112.31
swsh12pt5-109,swsh12pt5,78.29
swsh12pt5-110,swsh12pt5,68.11
swsh12pt5-111,swsh12pt5,2.29
swsh12pt5-112,swsh12pt5,137.99
swsh12pt5-113,swsh12pt5,103.67
swsh12pt5-114,swsh12pt5,65.55
swsh12pt5-115,swsh12pt5,130.1
swsh12pt5-116,swsh12pt5,145.12
swsh12pt5-117,swsh12pt5,143.3
swsh12pt5-118,swsh12pt5,109.99
swsh12pt5-119,swsh12pt5,61.79
swsh12pt5-120,swsh12pt5,29.24
swsh12pt5-121,swsh12pt5,24.48
swsh12pt5-122,swsh12pt5,117.21
swsh12pt5-123,swsh12pt5,112.05
swsh12pt5-124,swsh12pt5,56.73
swsh12pt5-125,swsh12pt5,10.66
swsh12pt5-126,swsh12pt5,23.15
swsh12pt5-127,swsh12pt5,137.61
swsh12pt5-128,swsh12pt5,48.67
swsh12pt5-129,swsh12pt5,6.2
swsh12pt5-130,swsh12pt5,116.57
swsh12pt5-131,swsh12pt5,133.95
swsh12pt5-132,swsh12pt5,3.8
swsh12pt5-133,swsh12pt5,82.41
swsh12pt5-134,swsh12pt5,55.3
swsh12pt5-135,swsh12pt5,4.83
swsh12pt5-136,swsh12pt5,25.68
swsh12pt5-137,swsh12pt5,69.62
swsh12pt5-141,swsh12pt5,106.61
swsh12pt5-142,swsh12pt5,17.64
swsh12pt5-143,swsh12pt5,85.4
swsh12pt5-144,swsh12pt5,67.98
swsh12pt5-145,swsh12pt5,63.11
swsh12pt5-146,swsh12pt5,82.32
swsh12pt5-147,swsh12pt5,140.89
swsh12pt5-148,swsh12pt5,37.79
swsh12pt5-149,swsh12pt5,128.75
swsh12pt5-150,swsh12pt5,132.85
swsh12pt5-151,swsh12pt5,135.59
swsh12pt5-152,swsh12pt5,98.75
swsh12pt5-153,swsh12pt5,91.51
swsh12pt5-154,swsh12pt5,40.71
swsh12pt5-155,swsh12pt5,7.74
swsh12pt5-156,swsh12pt5,39.8
swsh12pt5-157,swsh12pt5,57.25
swsh12pt5-158,swsh12pt5,11.42
swsh12pt5-159,swsh12pt5,82.01
swsh12pt5-160,swsh12pt5,110.31
sm8-12,sm8,114.91
sm8-13,sm8,118.1
sm8-14,sm8,137.25
sm8-15,sm8,125.39
sm8-16,sm8,60.6
sm8-18,sm8,21.54
sm8-19,sm8,129.37
sm8-20,sm8,15.3
sm8-21,sm8,141.1
sm8-22,sm8,61.03
sm8-23,sm8,126.99
sm8-24,sm8,123.22
sm8-25,sm8,38.15
sm8-26,sm8,51.7
sm8-27,sm8,49.85
sm8-28,sm8,87.09
sm8-29,sm8,89.84
sm8-30,sm8,56.01
sm8-31,sm8,61.56
sm8-32,sm8,129.06
sm8-33,sm8,19.54
sm8-34,sm8,61.63
sm8-35,sm8,94.65
sm8-36,sm8,137.88
sm8-37,sm8,147.96
sm8-38,sm8,95.24
sm8-39,sm8,8.73
sm8-40,sm8,104.72
sm8-41,sm8,133.4
sm8-42,sm8,86.36
sm8-43,sm8,31.48
sm8-44,sm8,65.25
sm8-45,sm8,0.84
sm8-46,sm8,131.21
sm8-47,sm8,15.57
sm8-48,sm8,90.79
sm8-49,sm8,114.8
sm8-50,sm8,117.94
sm8-51,sm8,8.06
sm8-52,sm8,11.39
sm8-53,sm8,112.76
sm8-54,sm8,46.24
sm8-55,sm8,33.05
sm8-56,sm8,56.46
sm8-57,sm8,141.68
sm8-58,sm8,12.98
sm8-59,sm8,74.82
sm8-60,sm8,18.61
sm8-61,sm8,55.8
sm8-62,sm8,9.54
sm8-63,sm8,148.9
sm8-64,sm8,121.54
sm8-65,sm8,48.11
sm8-66,sm8,77.64
sm8-67,sm8,111.54
sm8-68,sm8,11.85
sm8-69,sm8,15.25
